Rank_v3_fixed,player_name,runner_id,season,sprint_speed,speed_capped,accel_0_30,accel_gap,split_15_60,bolts,SB,CS,real_sb_pct,sb_residual,avg_primary_lead,avg_secondary_lead,avg_lead_gain,avg_lead_off,avg_jump_time,SSSI_v1,SSSI_capped,SSSI_composite,SSSI_v3_fixed,rank_fixed,SSSI_v3_opt,rank_opt,sim_attempts,sim_successes,sim_success_rate
82,"Stott, Bryson",681082,2024,29.1,28.0,1.75,-9.849906191369612,1.74,17,32,3,0.8985067588808551,0.09501463501489726,12.778582677165353,20.4959842519685,7.717559055118111,11.86992125984252,0.24270866141732284,0.10397219193107266,0.3944668121205104,1.0701491001521384,0.4988761971116837,82,0.25114954251985655,132,29,20,0.6896551724137931
83,"Kim, Hyeseong",808975,2025,28.7,28.0,1.71,13.02367941712204,1.73,0,13,1,0.8915931765912739,0.09500084484663729,12.317543859649124,19.522280701754386,7.205175438596491,11.200526315789473,0.28610526315789475,-0.001617659283498829,-0.09320832603076429,-1.3852967321860201,0.4944679822470756,83,0.09717909672879593,205,18,13,0.7222222222222222
84,"Lowe, Josh",666139,2024,28.4,28.0,1.73,13.03939962476548,1.73,8,25,1,0.9335571082333615,0.14123455894515635,12.45203821656051,18.5740127388535,6.122420382165605,11.061847133757961,0.2967898089171974,-0.7455954692328406,-1.1237501011826327,-2.864563605369221,0.4941808971078771,84,0.1369576021143935,190,25,14,0.56
85,"Duran, Jarren",680776,2026,29.0,28.0,1.7,6.1983471074380105,1.73,4,10,0,0.9293513570156136,0.12771347569920888,12.479999999999999,19.15910447761194,6.67910447761194,11.105671641791046,0.2762388059701492,-0.7888840675445068,-0.5939107690892458,-1.776641797354469,0.4918422320615659,85,0.12700992187158322,196,13,7,0.5384615384615384
86,"Witt Jr., Bobby",677951,2026,30.5,28.0,1.73,-8.815426997245183,1.69,51,16,3,0.8308445981347585,-0.007657537770540568,12.809642857142856,22.38357142857143,9.573928571428572,12.133571428571429,0.1929761904761905,0.5335242096741832,2.1613173341420735,4.40316929436638,0.49064353228331287,86,0.1610824194533375,176,28,23,0.8214285714285714
87,"Edwards, Xavier",669364,2024,28.4,28.0,1.73,13.03939962476548,1.75,4,31,4,0.8735067588808552,0.08118420959265005,12.84837037037037,19.462777777777777,6.614814814814815,11.79277777777778,0.2625111111111111,-0.27694558421648385,-0.6551002161662759,-0.5649464031239959,0.4891258606535322,87,0.21734907828453026,149,400,248,0.62
88,"Judge, Aaron",592450,2024,26.8,26.8,1.82,8.161350844277678,1.84,0,10,0,0.9293513570156136,0.14669913621379882,12.916204819277109,18.07921686746988,5.162951807228915,11.625180722891566,0.30486746987951807,-0.13045481179545826,0.012273450638027539,-1.1535318704969506,0.48404390309804396,88,0.639656232075329,40,6,2,0.3333333333333333
89,"Laureano, Ramón",657656,2024,27.8,27.8,1.78,4.409005628517832,1.79,0,8,3,0.7462668972021377,-0.039843388519214984,14.102475247524751,21.9290099009901,7.827029702970297,13.433465346534653,0.18264356435643564,1.449941061315854,0.8401958393160247,5.111105216772178,0.47624898530632864,89,0.4769744383622808,63,23,12,0.5217391304347826
90,"Harris II, Michael",671739,2023,28.8,28.0,1.71,10.72072072072072,1.72,14,20,4,0.8255265639735933,0.027338578717849615,13.2271974522293,20.787579617834396,7.559872611464969,12.08012738853503,0.23404458598726113,0.24045376629688053,0.24438442128379168,1.4176879297170353,0.47369701284874716,90,0.19915610884473706,156,40,25,0.625
91,"Fraley, Jake",641584,2023,28.0,28.0,1.71,30.450450450450447,1.74,0,21,5,0.8045248501688453,0.0166885953098026,13.063028571428573,19.849885714285715,6.787085714285714,11.921485714285716,0.2552685714285714,0.2691032487626187,-0.49113667012387313,-0.04932906147747368,0.4734600051680035,91,0.1521360544033929,180,41,28,0.6829268292682927
92,"Friedl, TJ",670770,2023,28.3,28.0,1.72,19.909909909909913,1.73,6,27,6,0.8142176409272159,0.02314595976552436,13.020373134328358,20.16865671641791,7.148208955223881,12.06268656716418,0.24602238805970147,0.32624821713159635,-0.1474277365523689,0.7116920569174936,0.47215568134392855,92,0.19006514996257934,163,28,17,0.6071428571428571
93,"Blanco, Dairon",680118,2023,30.3,28.0,1.7,-0.810810810810807,1.64,31,24,5,0.8217726575068883,-0.010693691953293505,12.863030303030303,22.033333333333335,9.169898989898991,11.973939393939395,0.20124242424242425,0.3400206349647572,1.7767711159642978,3.599844121773532,0.4709560680293276,93,0.11599516120482084,199,44,35,0.7954545454545454
94,"Laureano, Ramón",657656,2023,27.9,27.9,1.78,3.873873873873876,1.8,0,12,1,0.8855705752907891,0.09864040317366596,12.90593984962406,19.50954887218045,6.603308270676692,11.81796992481203,0.26142105263157894,0.18970935597541813,-0.49528321446774104,-0.3442385827640661,0.47082129144421303,94,0.2702665702661268,125,22,12,0.5454545454545454
95,"Jankowski, Travis",608671,2023,29.0,28.0,1.68,9.369369369369366,1.68,22,19,1,0.9176108142093682,0.11597293289296351,12.208208092485549,18.886531791907515,6.6790173410404625,11.053699421965318,0.2808265895953757,-0.7889670021625607,-0.5939937037072996,-1.9590364948546248,0.4598867220955921,95,0.08585777219638707,208,39,24,0.6153846153846154
96,"Sánchez, Jesús",660821,2024,27.2,27.2,1.76,34.33395872420263,1.78,0,16,2,0.8669682763145307,0.08396718569868333,12.477948717948717,17.926410256410257,5.448012820512821,11.301858974358973,0.3146987179487179,-0.24122547322069765,-0.39948660456053675,-2.245976643752785,0.45641195973969545,96,0.3449168461569646,101,11,2,0.18181818181818182
97,"García, Adolis",666969,2023,27.3,27.3,1.79,15.135135135135137,1.77,2,9,1,0.8626846903489469,0.07938089141422,12.947365853658537,19.027853658536586,6.080926829268292,11.82848780487805,0.2788829268292683,0.26564644461249254,0.03213796482932085,-0.22566970582751922,0.45444917304931465,97,0.4251386612531472,71,23,9,0.391304347826087
98,"Young, Jacob",696285,2023,30.0,28.0,1.78,-30.270270270270274,1.71,24,13,0,0.9411261308463447,0.11706698845772368,12.637974683544304,21.29746835443038,8.66,11.395949367088607,0.23122784810126581,0.14127427344317867,1.2914607892401926,1.5968924990198623,0.4542150928197668,98,0.1531630468567987,179,13,13,1.0
99,"Crow-Armstrong, Pete",691718,2025,29.5,28.0,1.68,2.7322404371584668,1.68,54,35,8,0.8112556324007126,-0.0005154251249438468,13.056089108910891,21.479356435643563,8.423168316831683,12.205594059405941,0.21274752475247524,0.3934698422533869,1.0660497493795245,2.9272278207584663,0.45310184792286223,99,0.1776544629443212,166,66,51,0.7727272727272727
100,"Soto, Juan",665742,2024,26.8,26.8,1.79,26.641651031894938,1.8,0,7,4,0.6837668972021377,-0.09888532359967706,14.289905660377359,21.376839622641512,7.086650943396226,13.57683962264151,0.1944245283018868,1.700478519680993,1.8432067821144789,6.024742869469593,0.45102314666161,100,0.7299841909314995,29,40,23,0.575
101,"Judge, Aaron",592450,2025,27.1,27.1,1.8,7.6502732240437155,1.82,0,12,5,0.7245577434197364,-0.058226835223380013,14.617006802721088,22.023673469387756,7.40639455782313,13.559455782312925,0.18372108843537416,1.7182392953770642,1.635225512480555,6.052407375095174,0.44910608922693507,101,0.6877441832947848,33,34,23,0.6764705882352942
102,"Carroll, Corbin",682998,2023,30.1,28.0,1.66,0.9009009009008935,1.66,133,54,5,0.9053167243005344,0.07854137590087507,12.371459459459459,20.17389189189189,7.802486486486487,11.210486486486486,0.25517837837837837,-0.7704090169507487,0.4752988205804418,-0.05355060555761082,0.4444738940367695,102,0.05890917258733061,219,49,37,0.7551020408163265
103,"Merrill, Jackson",701538,2024,28.5,28.0,1.72,13.41463414634147,1.73,0,16,3,0.8308445981347585,0.037184984373891616,12.977716049382716,20.171172839506173,7.192901234567901,11.982901234567901,0.2507407407407407,0.17774267438350505,-0.10489063583211033,0.5306966278912082,0.44119019214873106,103,0.17763284558028097,167,29,21,0.7241379310344828
104,"Volpe, Anthony",683011,2023,28.4,28.0,1.78,-9.369369369369366,1.77,0,24,5,0.8217726575068883,0.029450108218683213,13.669234972677595,21.53016393442623,7.861147540983606,12.694480874316941,0.20810382513661202,0.9092857175237715,0.5311310855739795,3.1737959557577184,0.4394719027921254,104,0.3262391306955214,106,46,30,0.6521739130434783
105,"Duran, Jarren",680776,2023,29.5,28.0,1.71,1.8018018018018012,1.71,38,24,2,0.9012990437172325,0.08952798619157598,12.53720930232558,19.848527131782944,7.311627906976745,11.25860465116279,0.25671317829457363,-0.66446918127872,0.008110725847417566,-0.49210049529177124,0.43500464233359165,105,0.08481657632432374,209,25,19,0.76
106,"Thomas, Alek",677950,2023,28.8,28.0,1.74,2.252252252252248,1.76,0,9,1,0.8626846903489469,0.06449670509320327,12.8397461928934,20.16243654822335,7.322233502538071,11.815939086294415,0.2476091370558376,0.014274236859914802,0.018204891846825944,0.501246167239991,0.4323425570195436,106,0.17401294156234753,168,48,34,0.7083333333333334
107,"Giménez, Andrés",665926,2024,28.9,28.0,1.73,1.6885553470919348,1.73,10,30,5,0.8485067588808551,0.04863692376785533,12.757514792899409,20.508579881656804,7.75112426035503,11.801183431952664,0.24239644970414204,0.3269614386341527,0.42641341535523714,1.0156108230282241,0.4293859746103207,107,0.14532863261100443,183,36,27,0.75
108,"Doyle, Brenton",686668,2023,29.9,28.0,1.73,-5.675675675675677,1.7,57,22,5,0.8106334486010689,-0.01079568412266152,13.139814814814814,21.915370370370372,8.774907407407408,12.373703703703702,0.19592592592592592,0.34616186680491023,1.4008270608677476,3.899750085714093,0.42522577192778555,108,0.19013120810495254,162,34,27,0.7941176470588235
109,"Isbel, Kyle",664728,2024,27.9,27.9,1.72,30.1125703564728,1.74,1,11,2,0.8300150197352335,0.04308484761811038,12.863471502590674,19.159274611398963,6.295233160621762,11.66979274611399,0.28151295336787563,-0.10350956635651404,-0.7885021367996732,-1.3271954393440273,0.42341137981049076,109,0.1417782854686233,188,31,18,0.5806451612903226
110,"Bellinger, Cody",641355,2025,28.2,28.0,1.75,11.839708561020046,1.74,1,13,2,0.8470135177617102,0.05710650838038389,12.93841726618705,19.811510791366906,6.873237410071942,11.839856115107914,0.2594964028776978,0.16005784093918043,-0.4091394344789615,-0.18149849010626806,0.4222119406223495,110,0.16659257401286098,171,23,14,0.6086956521739131
111,"Frazier, Adam",624428,2023,26.5,26.5,1.79,34.05405405405405,1.86,0,11,4,0.7470135177617101,-0.036282112314139914,13.666730769230771,19.63897435897436,5.972051282051282,12.715320512820512,0.24969230769230769,0.9261917349711745,1.2946620427346556,2.957813080470709,0.4211723375093513,111,0.7035442513479386,32,14,5,0.35714285714285715
112,"Carter, Evan",694497,2025,29.0,28.0,1.72,5.4644808743169335,1.71,22,14,2,0.8542985883444859,0.05266070702808123,12.81037037037037,20.160555555555558,7.350462962962963,11.700648148148149,0.24189814814814814,-0.1499002446127361,0.04507305384252491,0.5087883617661975,0.4207959002315067,112,0.12925994092747303,194,25,18,0.72
113,"Albies, Ozzie",645277,2025,27.2,27.2,1.76,32.87795992714025,1.77,0,14,3,0.8154668343288275,0.032465743712980166,13.019306358381504,18.897890173410406,5.878092485549133,11.756878612716763,0.28376589595375723,0.1681146252908009,0.0098534939509618,-0.4642894894379439,0.41648662794667274,113,0.3623023915997019,97,328,128,0.3902439024390244
114,"Crow-Armstrong, Pete",691718,2024,30.0,28.0,1.7,-1.7823639774859288,1.68,72,27,3,0.884007724435263,0.059948582046641996,12.61086956521739,20.667608695652174,8.05717391304348,11.385434782608696,0.24610144927536234,-0.43248196262357164,0.7177045531734423,0.6482407153999321,0.41559751872518574,114,0.06028557167040954,217,45,29,0.6444444444444445
115,"Kwan, Steven",680757,2023,28.1,28.0,1.72,24.504504504504496,1.75,3,21,3,0.8600093225942829,0.07118078864717226,12.539181818181818,18.86368181818182,6.3243636363636355,11.293818181818182,0.28749545454545455,-0.26682648182780283,-0.9315450789801181,-2.1296801463726376,0.40889522358147695,115,0.05920012612723949,218,41,24,0.5853658536585366
116,"Edwards, Xavier",669364,2025,28.3,28.0,1.73,17.577413479052836,1.74,8,27,7,0.7933402655188257,0.0022685843571341735,13.19005249343832,20.398766404199474,7.208766404199475,12.193123359580053,0.23781889763779526,0.3838854275009397,-0.08979052618302563,1.1466402906563584,0.4015967003581043,116,0.16356961158376154,173,632,448,0.7088607594936709
117,"Happ, Ian",664023,2024,27.9,27.9,1.78,1.2195121951219505,1.78,0,13,2,0.8470135177617102,0.06008334564458706,13.251437908496733,20.09065359477124,6.838986928104576,12.22562091503268,0.24673856209150324,0.4140229720131406,-0.2709695984300186,0.7937306063492238,0.39906997178918285,117,0.2799722422511405,122,408,224,0.5490196078431373
118,"Jones, Nolan",666134,2023,28.4,28.0,1.74,11.621621621621628,1.76,0,20,4,0.8255265639735933,0.03320401468538814,12.96826388888889,20.11263888888889,7.144583333333333,11.954652777777778,0.24936111111111112,0.22727611047896662,-0.15087852147082542,0.4794967388947198,0.3958189899236265,118,0.148709525331373,181,31,15,0.4838709677419355
119,"Rafaela, Ceddanne",678882,2025,29.1,28.0,1.75,-8.469945355191257,1.73,18,20,5,0.7980090118411401,-0.00548311202481766,13.431263157894737,21.71521052631579,8.283421052631578,12.570684210526315,0.19674736842105262,0.6425468436447713,0.933041463834209,3.6815779270429396,0.37044036144304265,119,0.2230056211251985,146,63,47,0.746031746031746
120,"Mateo, Jorge",622761,2025,29.3,28.0,1.75,-11.56648451730419,1.71,11,15,2,0.8609213797833729,0.05346218177986317,12.925079365079364,21.01380952380952,8.087777777777777,12.00015873015873,0.24325396825396825,0.26529535583358244,0.7468326194913701,1.5874984735023685,0.3694620618287955,120,0.16803439674917076,170,15,10,0.6666666666666666
121,"Betts, Mookie",605141,2024,26.7,26.7,1.82,11.16322701688555,1.81,0,16,2,0.8669682763145307,0.08418778210085243,13.241754385964914,18.469473684210527,5.226549707602339,12.01894736842105,0.2850409356725146,0.025597553185749522,0.24357316406256801,0.09710794385505661,0.36940892596320085,121,0.6303901300115946,42,19,7,0.3684210526315789
122,"García Jr., Luis",671277,2024,27.2,27.2,1.78,22.983114446529086,1.79,0,22,5,0.8106334486010689,0.027632357985221567,13.136711409395973,19.235704697986577,6.098926174496644,11.986577181208053,0.2739060402684564,0.37829913606231025,0.22003800472247115,0.29917078912713335,0.3676530151748272,122,0.38680565002393896,87,21,11,0.5238095238095238
123,"Langford, Wyatt",694671,2025,28.9,28.0,1.76,-11.02003642987249,1.73,17,22,6,0.7860687986434608,-0.013801036469539008,13.449492385786803,21.90553299492386,8.455989847715736,12.687157360406092,0.1896192893401015,0.997836563463028,1.0972885401841124,4.177963920486617,0.36288353101751664,123,0.2343157058114994,141,58,43,0.7413793103448276
124,"Chisholm Jr., Jazz",665862,2024,28.6,28.0,1.73,7.879924953095681,1.73,20,40,10,0.7989140064588037,0.003831131879126315,13.11027972027972,20.76902097902098,7.659090909090909,12.133776223776225,0.234006993006993,0.5259301415272668,0.3388181530458281,1.5864392574038697,0.3611369299478397,124,0.1331446054187907,191,42,30,0.7142857142857143
125,"Giménez, Andrés",665926,2023,29.2,28.0,1.74,-3.6036036036036023,1.72,40,30,6,0.8278114720788831,0.022378909317223417,13.215733333333333,20.961333333333332,7.745666666666666,12.136733333333334,0.21808000000000002,0.035203059187832286,0.4212190011114433,2.0589272194175714,0.3590007253855656,125,0.16106249765238295,177,44,33,0.75
126,"Nuñez, Nasim",683083,2026,29.6,28.0,1.67,3.030303030303031,1.67,27,22,2,0.8944920812149726,0.08043579940902079,12.134109589041095,19.556027397260273,7.421780821917808,11.112739726027398,0.27842465753424656,-0.6551494497873359,0.11295177907297826,-1.1130891749241338,0.35328000375350266,126,0.0015839760165899386,245,24,21,0.875
127,"Bellinger, Cody",641355,2024,28.4,28.0,1.73,13.03939962476548,1.76,1,9,2,0.8087668972021377,0.016444347913932567,13.165808823529412,20.292867647058824,7.126985294117647,12.007352941176471,0.24629411764705883,0.21052669475025498,-0.16762793719953706,0.6091939616134776,0.35228118109638,127,0.12107270920624663,197,33,23,0.696969696969697
128,"Stott, Bryson",681082,2023,28.8,28.0,1.76,-7.747747747747752,1.74,18,31,3,0.8959043680829283,0.09771638282718464,12.780759493670885,19.708544303797467,6.9276582278481005,11.624493670886077,0.25831645569620254,-0.361273585886267,-0.35734293089935587,-0.3957774946472632,0.35072867320418144,128,0.14555007181779572,182,21,14,0.6666666666666666
129,"Simpson, Chandler",802415,2025,29.6,28.0,1.67,2.641165755919843,1.65,89,44,12,0.7859060713972821,-0.028150210408669718,12.763225806451613,21.371774193548386,8.608333333333334,12.070967741935483,0.20975268817204304,0.4741843955384806,1.2422856243987948,2.9918470645754245,0.3483814345467564,129,0.06787677817222115,215,58,49,0.8448275862068966
130,"Springer, George",543807,2024,28.1,28.0,1.81,-22.701688555347083,1.78,1,16,1,0.9063759252379184,0.11754739129080782,13.433441558441558,20.119935064935063,6.686428571428571,12.226233766233765,0.24263636363636362,0.07777873491623172,-0.5869398622360834,0.5780286261705836,0.348353174746982,130,0.3092561962472034,113,18,11,0.6111111111111112
131,"Perdomo, Geraldo",672695,2024,27.0,27.0,1.84,-9.193245778611626,1.85,0,9,1,0.8626846903489469,0.08003042733241306,13.514232209737829,19.56681647940075,6.052958801498128,12.414494382022472,0.25200374531835207,0.5255910735075356,0.5178246390543589,1.7133375248099096,0.3417284101976775,131,0.6082162359983884,46,288,112,0.3888888888888889
132,"Doyle, Brenton",686668,2026,28.7,28.0,1.77,-17.906336088154262,1.74,7,9,2,0.8087668972021377,0.012174565457501063,13.269491525423728,21.578474576271184,8.308983050847457,12.548983050847458,0.19581355932203393,1.0489614623738888,0.9573707956266233,3.6988478962575067,0.3398167068472824,132,0.229872895429798,144,14,10,0.7142857142857143
133,"Lindor, Francisco",596019,2025,27.4,27.4,1.82,-10.291438979963566,1.81,1,31,6,0.8319111989341478,0.0482184953343926,13.536068376068375,20.43985754985755,6.904045584045584,12.532564102564104,0.2349287749287749,0.9535509380438673,0.6447951098173657,2.4157257844839877,0.33695777420093653,133,0.4622107542809151,65,480,240,0.5
134,"Perdomo, Geraldo",672695,2023,27.2,27.2,1.82,-1.8018018018018012,1.81,1,16,4,0.7976108142093682,0.014609723593520862,13.654187327823692,20.471322314049587,6.8166391184573,12.762176308539946,0.23108815426997248,1.0614020843475482,0.9031409530077092,3.0813340584533475,0.336205229266707,134,0.5299561314551168,56,520,240,0.46153846153846156
135,"Rodríguez, Julio",677594,2024,29.6,28.0,1.77,-24.48405253283302,1.72,60,24,5,0.8217726575068883,0.007716375700936529,13.367088607594937,22.220822784810125,8.853417721518987,12.519303797468353,0.189626582278481,0.7074501733916956,1.4755514022520098,4.326380020854231,0.33291923521070216,135,0.21090384886673735,153,52,39,0.75
136,"Chisholm Jr., Jazz",665862,2023,28.4,28.0,1.72,17.747747747747752,1.73,10,22,3,0.8646756785078068,0.07235312921960169,12.515373134328359,18.724776119402986,6.209626865671642,11.33268656716418,0.284,-0.662594310491265,-1.040748942441057,-2.1009779533623254,0.3328998467847682,136,0.040836238793193536,228,22,15,0.6818181818181818
137,"Peterson, Jace",607054,2023,28.0,28.0,1.79,-5.135135135135144,1.78,0,15,2,0.8609213797833729,0.07308512492433017,13.141642857142857,19.93607142857143,6.794642857142857,12.006428571428572,0.24862142857142858,0.2762959664219085,-0.4839439524645833,0.23520342368328506,0.33182122788030366,137,0.191900384537608,161,26,17,0.6538461538461539
138,"Bader, Harrison",664056,2023,28.8,28.0,1.77,-13.603603603603617,1.74,10,20,3,0.8550096555440787,0.05682167028833507,12.919918032786885,20.724999999999998,7.806229508196721,12.00483606557377,0.23877868852459017,0.47493068900525404,0.4788613439921652,1.4343996205044822,0.331559954608081,138,0.1622061747543349,174,27,17,0.6296296296296297
139,"Franco, Wander",677551,2023,27.5,27.5,1.77,20.99099099099098,1.78,0,30,10,0.7542282301163157,-0.02993957449461604,13.449627507163324,20.185730659025786,6.736074498567335,12.4578223495702,0.23237249283667621,0.6981585359810158,0.3141553593111817,2.0447782595340205,0.32723773195423517,139,0.3077196523309336,114,488,232,0.47540983606557374
140,"Profar, Jurickson",595777,2024,26.5,26.5,1.8,28.517823639774857,1.82,0,10,3,0.7744594641796779,-0.008836165896172088,13.494564643799471,19.170184696569923,5.675540897097626,12.35287598944591,0.27326912928759894,0.6439798564431249,1.012450164206606,1.6082183496082239,0.32594643220882163,140,0.6203382295801906,44,296,128,0.43243243243243246
141,"Hoerner, Nico",663538,2025,28.6,28.0,1.79,-26.86703096539162,1.76,9,29,6,0.8235067588808551,0.028423884301177704,13.767155172413792,21.924870689655172,8.157629310344827,12.835560344827586,0.195,1.0004277169097573,0.8133157284283186,3.966628829309608,0.32528671339021886,141,0.3104169195174935,110,63,49,0.7777777777777778
142,"Tucker, Kyle",663656,2023,26.6,26.6,1.77,43.063063063063055,1.8,0,30,5,0.8485067588808551,0.06551179490916559,12.230392156862745,16.981960784313728,4.75156862745098,11.0328431372549,0.3440392156862745,-0.33095737500888833,-0.03773441568874003,-2.9634719748461626,0.3222105677384549,142,0.39132576739628283,82,7,2,0.2857142857142857
143,"Springer, George",543807,2023,27.8,27.8,1.8,-7.117117117117125,1.77,1,20,5,0.7980090118411401,0.011898726119787484,13.790805687203791,21.01293838862559,7.221895734597156,12.818720379146919,0.21416587677725119,0.8739882359117488,0.26424301391191946,2.929968846231021,0.3182024210050628,143,0.3472811928368871,100,33,21,0.6363636363636364
144,"Caballero, José",676609,2025,28.3,28.0,1.78,-11.566484517304183,1.75,3,49,11,0.814465697772834,0.023394016611142376,13.541893939393939,21.070681818181818,7.528939393939394,12.587272727272728,0.21162121212121213,0.6886188381117254,0.2149428844277601,2.625662443441134,0.3172743208604999,144,0.24800722495509903,134,34,24,0.7058823529411765
145,"Mangum, Jake",663968,2025,29.1,28.0,1.75,-8.469945355191257,1.73,39,27,6,0.8142176409272159,0.010725517061258127,13.260390879478827,21.32442996742671,8.064169381107492,12.221400651465798,0.2150228013029316,0.4338680612780149,0.7243626814674526,2.5520200203180012,0.31681055963035787,145,0.14466880141651112,184,680,528,0.7764705882352941
146,"Acuña Jr., Ronald",660670,2023,28.0,28.0,1.75,17.65765765765765,1.74,18,73,14,0.836307286469937,0.04847103161089428,12.66582995951417,19.084534412955467,6.418340080971659,11.60336032388664,0.28073279352226715,-0.08186050548443669,-0.8421004243709285,-1.4527819753945737,0.3038202728351786,146,0.05496281688286156,222,34,21,0.6176470588235294
147,"Acuña Jr., Ronald",660670,2025,27.9,27.9,1.78,0.0,1.77,2,9,1,0.8626846903489469,0.07575451823182378,13.149029126213591,19.42601941747573,6.277184466019417,11.995631067961165,0.2619514563106796,-0.12068790569023724,-0.8056804761333964,-0.4244023820782435,0.30380846015923557,147,0.21437464861447852,151,22,12,0.5454545454545454
148,"Fraley, Jake",641584,2024,28.3,28.0,1.69,22.13883677298311,1.73,3,20,5,0.7980090118411401,0.006937330679448572,12.696695652173911,19.505391304347825,6.808782608695652,11.76217391304348,0.2629565217391304,0.0031898969630940743,-0.4704860567208712,-0.43300270910817157,0.2976528725843412,148,0.03167606053961597,230,24,19,0.7916666666666666
149,"Mullins, Cedric",656775,2024,28.3,28.0,1.71,20.356472795497183,1.74,5,32,6,0.8358202408194001,0.04474855965770852,12.726339285714285,19.254107142857144,6.528482142857143,11.460267857142856,0.28816071428571427,-0.26359374715425,-0.7372697008382152,-1.7237803502454756,0.29727618118450994,149,0.013134895305059208,237,23,17,0.7391304347826086
150,"Marte, Starling",516782,2023,27.1,27.1,1.79,21.711711711711708,1.79,2,24,4,0.8466748592495213,0.06389028060640489,12.840847457627119,18.25220338983051,5.41093220338983,11.639661016949153,0.3052457627118644,-0.18099664424995376,-0.26401042714646283,-1.4191718315043214,0.2958271247132964,150,0.36086148636932136,98,12,6,0.5
151,"Nimmo, Brandon",607043,2024,28.0,28.0,1.74,19.04315196998124,1.75,8,15,0,0.9470135177617103,0.15917726290266754,11.5760989010989,17.053131868131867,5.476923076923077,10.258626373626374,0.35596153846153844,-0.9778799188763951,-1.738119837762887,-6.012174721837775,0.2956325351787075,151,-0.10223446765430771,290,14,10,0.7142857142857143
152,"Wood, James",695578,2024,28.7,28.0,1.74,1.1257035647279565,1.71,21,14,8,0.6644544576012669,-0.13213787414336975,14.099496855345913,23.192704402515723,9.09314465408805,13.519496855345912,0.15044654088050313,1.795308741760691,1.7037180750134255,6.87273883770613,0.2943965831697572,152,0.23250266882887988,143,49,43,0.8775510204081632
153,"García Jr., Luis",671277,2025,26.5,26.5,1.8,23.952641165755914,1.82,0,14,5,0.7475112648014252,-0.035784365274424856,13.234687500000001,19.403125,6.168125,12.4425625,0.25153125,1.1128102653168659,1.4812805730803467,2.7266508059496006,0.29224430174691823,153,0.5906210849710398,47,25,11,0.44
154,"Scott II, Victor",687363,2025,30.2,28.0,1.68,-0.8196721311475414,1.66,87,34,4,0.8823318687263768,0.052754117969530334,12.145906432748538,20.1446783625731,7.99859649122807,10.952397660818713,0.2623157894736842,-0.6792772713904425,0.6619518878749213,-0.39303197037772364,0.2888961104124547,154,-0.09830137563898989,289,43,31,0.7209302325581395
155,"Happ, Ian",664023,2023,27.7,27.7,1.78,9.639639639639633,1.78,0,14,3,0.8154668343288275,0.03009023865709748,13.011923076923077,19.59607142857143,6.584093406593407,11.984862637362637,0.2606510989010989,0.3624637263721436,-0.17203414718435311,0.2260280304724756,0.2817701345248214,155,0.2003050253812981,155,472,248,0.5254237288135594
156,"Harper, Bryce",547180,2025,27.0,27.0,1.8,11.293260473588333,1.82,0,12,2,0.8389615976439054,0.056307334627371586,12.973056994818654,18.59020725388601,5.617409326424871,11.944300518134716,0.2813367875647668,0.11104493350794886,0.10327849905477215,-0.055542484720250584,0.2798755510621327,156,0.44548500797328106,67,14,6,0.42857142857142855
157,"Crews, Dylan",686611,2024,29.3,28.0,1.76,-16.41651031894935,1.74,0,12,3,0.7970135177617101,-0.010445680241799593,13.725217391304348,21.926521739130436,8.201304347826087,12.588260869565218,0.18517391304347824,0.373347377691728,0.8548846413495157,3.90799006388334,0.2755498797938751,157,0.18577154270863006,164,18,13,0.7222222222222222
158,"Tapia, Raimel",606132,2023,28.7,28.0,1.72,10.900900900900908,1.72,8,10,2,0.8200159032490708,0.023423571504434193,12.81748201438849,19.931007194244604,7.113381294964029,11.602517985611511,0.2568201438848921,-0.08898524917900885,-0.1805759159262743,-0.21281143944073555,0.27464138087342416,158,0.008407228121897148,241,27,17,0.6296296296296297
159,"Carroll, Corbin",682998,2024,29.6,28.0,1.68,3.1894934333958815,1.68,86,35,8,0.8112556324007126,-0.002800649405239164,12.872974358974359,20.79169230769231,7.918666666666667,11.725846153846154,0.22905641025641024,-0.1822247403121875,0.5858764885481267,1.3953296930765327,0.2713771004966516,159,-0.00230618181145191,247,52,41,0.7884615384615384
160,"Arozarena, Randy",668227,2026,27.0,27.0,1.8,9.77961432506887,1.79,0,14,2,0.8542985883444859,0.07164432532795206,13.048602150537635,18.545268817204303,5.496451612903226,11.79494623655914,0.2900860215053764,-0.0040798826455772375,-0.011846317098753945,-0.5870904874117406,0.26939844801651813,160,0.42837303218827216,70,11,4,0.36363636363636365
161,"Harper, Bryce",547180,2023,27.6,27.6,1.77,18.378378378378372,1.79,0,11,3,0.786330018696537,0.0016009167282804437,13.335375722543352,19.630520231213872,6.294508670520232,12.207687861271676,0.25647398843930636,0.18236484555242138,-0.2768856795607454,0.5273083574895153,0.26842752562614935,161,0.23972083496230756,139,23,14,0.6086956521739131
162,"Benge, Carson",701807,2026,28.5,28.0,1.73,8.953168044077131,1.75,0,9,2,0.8087668972021377,0.015107283441270769,13.159193548387098,20.11790322580645,6.958629032258065,11.923548387096774,0.24495161290322578,-0.04523230948121068,-0.32786561969682604,0.3668283647786341,0.26683396577900176,162,0.06866618144859199,214,21,18,0.8571428571428571
